execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
29,2023-05-24 10:56:31.468164,0,0,0
26,2023-05-24 10:56:31.500544,0,0,0
26,2023-05-24 10:56:31.532927,0,0,0
29,2023-05-24 10:56:31.567955,0,0,0
28,2023-05-24 10:56:31.602934,0,0,0
28,2023-05-24 10:56:31.637392,0,0,0
36,2023-05-24 10:56:31.679516,0,0,0
28,2023-05-24 10:56:31.714490,0,0,0
26,2023-05-24 10:56:31.747151,0,0,0
34,2023-05-24 10:56:31.787401,0,0,0
33,2023-05-24 10:56:31.826660,0,0,0
33,2023-05-24 10:56:31.866634,0,0,0
31,2023-05-24 10:56:31.903324,0,0,0
27,2023-05-24 10:56:31.937278,0,0,0
29,2023-05-24 10:56:31.971527,0,0,0
31,2023-05-24 10:56:32.008691,0,0,0
34,2023-05-24 10:56:32.048302,0,0,0
37,2023-05-24 10:56:32.091658,0,0,0
32,2023-05-24 10:56:32.129435,0,0,0
34,2023-05-24 10:56:32.170561,0,0,0
33,2023-05-24 10:56:32.209657,0,0,0
33,2023-05-24 10:56:32.248773,0,0,0
29,2023-05-24 10:56:32.296957,0,0,0
30,2023-05-24 10:56:32.333414,0,0,0
30,2023-05-24 10:56:32.370490,0,0,0
28,2023-05-24 10:56:32.405270,0,0,0
28,2023-05-24 10:56:32.440501,0,0,0
31,2023-05-24 10:56:32.478149,0,0,0
26,2023-05-24 10:56:32.510789,0,0,0
28,2023-05-24 10:56:32.545758,0,0,0
30,2023-05-24 10:56:32.582591,0,0,0
22,2023-05-24 10:56:32.610870,0,0,0
26,2023-05-24 10:56:32.643052,0,0,0
28,2023-05-24 10:56:32.677074,0,0,0
26,2023-05-24 10:56:32.709657,0,0,0
26,2023-05-24 10:56:32.742392,0,0,0
28,2023-05-24 10:56:32.776855,0,0,0
26,2023-05-24 10:56:32.809788,0,0,0
26,2023-05-24 10:56:32.842509,0,0,0
27,2023-05-24 10:56:32.875981,0,0,0
26,2023-05-24 10:56:32.908805,0,0,0
26,2023-05-24 10:56:32.942167,0,0,0
29,2023-05-24 10:56:32.977893,0,0,0
31,2023-05-24 10:56:33.015443,0,0,0
28,2023-05-24 10:56:33.050860,0,0,0
29,2023-05-24 10:56:33.086406,0,0,0
26,2023-05-24 10:56:33.119862,0,0,0
36,2023-05-24 10:56:33.162490,0,0,0
28,2023-05-24 10:56:33.197145,0,0,0
31,2023-05-24 10:56:33.234910,0,0,0
33,2023-05-24 10:56:33.273925,0,0,0
29,2023-05-24 10:56:33.309270,0,0,0
28,2023-05-24 10:56:33.344168,0,0,0
31,2023-05-24 10:56:33.382101,0,0,0
28,2023-05-24 10:56:33.417118,0,0,0
31,2023-05-24 10:56:33.454962,0,0,0
28,2023-05-24 10:56:33.490114,0,0,0
26,2023-05-24 10:56:33.523397,0,0,0
27,2023-05-24 10:56:33.557431,0,0,0
31,2023-05-24 10:56:33.595393,0,0,0
31,2023-05-24 10:56:33.633121,0,0,0
31,2023-05-24 10:56:33.671031,0,0,0
31,2023-05-24 10:56:33.709165,0,0,0
26,2023-05-24 10:56:33.742255,0,0,0
27,2023-05-24 10:56:33.776831,0,0,0
29,2023-05-24 10:56:33.812489,0,0,0
26,2023-05-24 10:56:33.845259,0,0,0
29,2023-05-24 10:56:33.882006,0,0,0
26,2023-05-24 10:56:33.915440,0,0,0
24,2023-05-24 10:56:33.946922,0,0,0
29,2023-05-24 10:56:33.982295,0,0,0
29,2023-05-24 10:56:34.018098,0,0,0
26,2023-05-24 10:56:34.051674,0,0,0
26,2023-05-24 10:56:34.084489,0,0,0
24,2023-05-24 10:56:34.114992,0,0,0
24,2023-05-24 10:56:34.145159,0,0,0
24,2023-05-24 10:56:34.184095,0,0,0
24,2023-05-24 10:56:34.215272,0,0,0
26,2023-05-24 10:56:34.248345,0,0,0
29,2023-05-24 10:56:34.284485,0,0,0
29,2023-05-24 10:56:34.320258,0,0,0
28,2023-05-24 10:56:34.355966,0,0,0
28,2023-05-24 10:56:34.391690,0,0,0
34,2023-05-24 10:56:34.441894,0,0,0
33,2023-05-24 10:56:34.483462,0,0,0
33,2023-05-24 10:56:34.531873,0,0,0
34,2023-05-24 10:56:34.571862,0,0,0
66,2023-05-24 10:56:34.649290,0,0,0
34,2023-05-24 10:56:34.699189,0,0,0
31,2023-05-24 10:56:34.736985,0,0,0
31,2023-05-24 10:56:34.774951,0,0,0
28,2023-05-24 10:56:34.811201,0,0,0
26,2023-05-24 10:56:34.842763,0,0,0
24,2023-05-24 10:56:34.873153,0,0,0
24,2023-05-24 10:56:34.903599,0,0,0
23,2023-05-24 10:56:34.933498,0,0,0
23,2023-05-24 10:56:34.963284,0,0,0
